id,libro,capitulo,verso,texto
23354,Mateo,8,13,13 Entonces Jesús le dijo al oficial romano: Y el joven siervo quedó sano en esa misma hora.
23355,Mateo,8,14,"14 Jesús sana a mucha gente Cuando Jesús llegó a la casa de Pedro, la suegra de Pedro estaba enferma en cama con mucha fiebre."
23356,Mateo,8,15,"15 Jesús le tocó la mano, y la fiebre se fue. Entonces ella se levantó y le preparó una comida."
23357,Mateo,8,16,"16 Aquella noche, le llevaron a Jesús muchos endemoniados. Él expulsó a los espíritus malignos con una simple orden y sanó a todos los enfermos."
23358,Mateo,8,17,"17 Así se cumplió la palabra del Señor por medio del profeta Isaías, quien dijo: «Se llevó nuestras enfermedades y quitó nuestras dolencias» ."
23359,Mateo,8,18,"18 Lo que cuesta seguir a Jesús Cuando Jesús vio a la multitud que lo rodeaba, dio instrucciones a sus discípulos de que cruzaran al otro lado del lago."
23360,Mateo,8,19,"19 Entonces uno de los maestros de la ley religiosa le dijo: —Maestro, te seguiré adondequiera que vayas."
23361,Mateo,8,20,20 Jesús le respondió:
23362,Mateo,8,21,"21 Otro de sus discípulos dijo: —Señor, deja que primero regrese a casa y entierre a mi padre."
23363,Mateo,8,22,22 Jesús le dijo:
23364,Mateo,8,23,23 Jesús calma la tormenta Luego Jesús entró en la barca y comenzó a cruzar el lago con sus discípulos.
23365,Mateo,8,24,"24 De repente, se desató sobre el lago una fuerte tormenta, con olas que entraban en el barco; pero Jesús dormía."
23366,Mateo,8,25,"25 Los discípulos fueron a despertarlo: —Señor, ¡sálvanos! ¡Nos vamos a ahogar! —gritaron."
23367,Mateo,8,26,"26 —preguntó Jesús—. Entonces se levantó y reprendió al viento y a las olas y, de repente, hubo una gran calma."
23368,Mateo,8,27,27 Los discípulos quedaron asombrados y preguntaron: «¿Quién es este hombre? ¡Hasta el viento y las olas lo obedecen!».
23369,Mateo,8,28,"28 Jesús sana a dos endemoniados Cuando Jesús llegó al otro lado del lago, a la región de los gadarenos, dos hombres que estaban poseídos por demonios salieron a su encuentro. Vivían en un cementerio y eran tan violentos que nadie podía pasar por esa zona."
23370,Mateo,8,29,"29 Comenzaron a gritarle: «¿Por qué te entrometes con nosotros, Hijo de Dios? ¿Has venido aquí para torturarnos antes del tiempo establecido por Dios?»."
23371,Mateo,8,30,30 Sucedió que a cierta distancia había una gran manada de cerdos alimentándose.
23372,Mateo,8,31,"31 Entonces los demonios suplicaron: —Si nos echas afuera, envíanos a esa manada de cerdos."
23373,Mateo,8,32,"32 —les ordenó Jesús. Entonces los demonios salieron de los hombres y entraron en los cerdos, y toda la manada se lanzó al lago por el precipicio y se ahogó en el agua."
23374,Mateo,8,33,33 Los hombres que cuidaban los cerdos huyeron a la ciudad cercana y contaron a todos lo que había sucedido con los endemoniados.
23375,Mateo,8,34,"34 Entonces toda la ciudad salió al encuentro de Jesús, pero le rogaron que se fuera y los dejara en paz."
23376,Mateo,9,1,"1 Jesús sana a un paralítico Jesús subió a una barca y regresó al otro lado del lago, a su propia ciudad."
23377,Mateo,9,2,"2 Unos hombres le llevaron a un paralítico en una camilla. Al ver la fe de ellos, Jesús le dijo al paralítico:"
23378,Mateo,9,3,3 Entonces algunos de los maestros de la ley religiosa decían en su interior: «¡Es una blasfemia! ¿Acaso se cree que es Dios?».
23379,Mateo,9,4,"4 Jesús sabía lo que ellos estaban pensando, así que les preguntó:"
23380,Mateo,9,5,5 ¿Qué es más fácil decir: “Tus pecados son perdonados” o “Ponte de pie y camina”?
23381,Mateo,9,6,6 Entonces Jesús miró al paralítico y dijo:
23382,Mateo,9,7,7 ¡El hombre se levantó de un salto y se fue a su casa!
23383,Mateo,9,8,"8 Al ver esto, el temor se apoderó de la multitud; y alababan a Dios por enviar a un hombre con tanta autoridad."
23384,Mateo,9,9,"9 Jesús llama a Mateo Mientras caminaba, Jesús vio a un hombre llamado Mateo sentado en su cabina de cobrador de impuestos. le dijo Jesús. Entonces Mateo se levantó y lo siguió."
23385,Mateo,9,10,"10 Más tarde, Mateo invitó a Jesús y a sus discípulos a una cena en su casa, junto con muchos cobradores de impuestos y otros pecadores de mala fama."
23386,Mateo,9,11,"11 Cuando los fariseos vieron esto, preguntaron a los discípulos: «¿Por qué su maestro come con semejante escoria? »."
23387,Mateo,9,12,"12 Cuando Jesús los oyó, les dijo:"
23388,Mateo,9,13,13 Luego añadió:
23389,Mateo,9,14,"14 Discusión acerca del ayuno Un día los discípulos de Juan el Bautista se acercaron a Jesús y le preguntaron: —¿Por qué tus discípulos no ayunan, como lo hacemos nosotros y los fariseos?"
23390,Mateo,9,15,15 Jesús respondió:
23391,Mateo,9,16,"16 »Además, ¿a quién se le ocurriría remendar una prenda vieja con tela nueva? Pues el remiendo nuevo encogería y se desprendería de la tela vieja, lo cual dejaría una rotura aún mayor que la anterior."
23392,Mateo,9,17,"17 »Y nadie pone vino nuevo en cueros viejos. Pues los cueros viejos se reventarían por la presión y el vino se derramaría, y los cueros quedarían arruinados. El vino nuevo se guarda en cueros nuevos para preservar a ambos."
23393,Mateo,9,18,"18 Jesús sana en respuesta a la fe Mientras Jesús decía esas cosas, el líder de una sinagoga se le acercó y se arrodilló delante de él. «Mi hija acaba de morir —le dijo—, pero tú puedes traerla nuevamente a la vida solo con venir y poner tu mano sobre ella»."
23394,Mateo,9,19,19 Entonces Jesús y sus discípulos se levantaron y fueron con él.
23395,Mateo,9,20,"20 Justo en ese momento, una mujer quien hacía doce años que sufría de una hemorragia continua se le acercó por detrás. Tocó el fleco de la túnica de Jesús"
23396,Mateo,9,21,"21 porque pensó: «Si tan solo toco su túnica, quedaré sana»."
23397,Mateo,9,22,"22 Jesús se dio vuelta, y cuando la vio le dijo: Y la mujer quedó sana en ese instante."
23398,Mateo,9,23,"23 Cuando Jesús llegó a la casa del oficial, vio a una ruidosa multitud y escuchó la música del funeral."
23399,Mateo,9,24,24 —les dijo—. pero la gente se rió de él.
23400,Mateo,9,25,"25 Sin embargo, una vez que hicieron salir a todos, Jesús entró y tomó la mano de la niña, ¡y ella se puso de pie!"
23401,Mateo,9,26,26 La noticia de este milagro corrió por toda la región.
23402,Mateo,9,27,"27 Jesús sana a unos ciegos Cuando Jesús salió de la casa de la niña, lo siguieron dos hombres ciegos, quienes gritaban: «¡Hijo de David, ten compasión de nosotros!»."
23403,Mateo,9,28,"28 Entraron directamente a la casa donde Jesús se hospedaba, y él les preguntó: —Sí, Señor —le dijeron—, lo creemos."
23404,Mateo,9,29,29 Entonces él les tocó los ojos y dijo:
23405,Mateo,9,30,"30 Entonces sus ojos se abrieron, ¡y pudieron ver! Jesús les advirtió severamente:"
23406,Mateo,9,31,"31 pero ellos, en cambio, salieron e hicieron correr su fama por toda la región."
23407,Mateo,9,32,"32 Cuando se fueron, un hombre que no podía hablar, poseído por un demonio, fue llevado a Jesús."
23408,Mateo,9,33,"33 Entonces Jesús expulsó al demonio y después el hombre comenzó a hablar. Las multitudes quedaron asombradas. «¡Jamás sucedió algo así en Israel!», exclamaron."
23409,Mateo,9,34,"34 Sin embargo, los fariseos dijeron: «Puede expulsar demonios porque el príncipe de los demonios le da poder»."
23410,Mateo,9,35,"35 La necesidad de obreros Jesús recorrió todas las ciudades y aldeas de esa región, enseñando en las sinagogas y anunciando la Buena Noticia acerca del reino; y sanaba toda clase de enfermedades y dolencias."
23411,Mateo,9,36,"36 Cuando vio a las multitudes, les tuvo compasión, porque estaban confundidas y desamparadas, como ovejas sin pastor."
23412,Mateo,9,37,37 A sus discípulos les dijo:
23413,Mateo,9,38,38 Así que oren al Señor que está a cargo de la cosecha; pídanle que envíe más obreros a sus campos».
23414,Mateo,10,1,1 Jesús envía a los doce apóstoles Jesús reunió a sus doce discípulos y les dio autoridad para expulsar espíritus malignos y para sanar toda clase de enfermedades y dolencias.
23415,Mateo,10,2,"2 Los nombres de los doce apóstoles son los siguientes: Primero, Simón (también llamado Pedro), luego Andrés (el hermano de Pedro), Santiago (hijo de Zebedeo), Juan (el hermano de Santiago),"
23416,Mateo,10,3,"3 Felipe, Bartolomé, Tomás, Mateo (el cobrador de impuestos), Santiago (hijo de Alfeo), Tadeo,"
23417,Mateo,10,4,"4 Simón (el zelote), Judas Iscariote (quien después lo traicionó)."
23418,Mateo,10,5,5 Jesús envió a los doce apóstoles con las siguientes instrucciones:
23419,Mateo,10,6,"6 sino solo al pueblo de Israel, las ovejas perdidas de Dios."
23420,Mateo,10,7,7 Vayan y anúncienles que el reino del cielo está cerca.
23421,Mateo,10,8,"8 Sanen a los enfermos, resuciten a los muertos, curen a los leprosos y expulsen a los demonios. ¡Den tan gratuitamente como han recibido!"
23422,Mateo,10,9,"9 »No lleven nada de dinero en el cinturón, ni monedas de oro, ni de plata, ni siquiera de cobre."
23423,Mateo,10,10,"10 No lleven bolso de viaje con una muda de ropa ni con sandalias, ni siquiera lleven un bastón. No duden en aceptar la hospitalidad, porque los que trabajan merecen que se les dé alimento."
23424,Mateo,10,11,"11 »Cada vez que entren en una ciudad o una aldea, busquen a una persona digna y quédense en su casa hasta que salgan de ese lugar."
23425,Mateo,10,12,"12 Cuando entren en el hogar, bendíganlo."
23426,Mateo,10,13,"13 Si resulta ser un hogar digno, dejen que su bendición siga allí; si no lo es, retiren la bendición."
23427,Mateo,10,14,"14 Si cualquier casa o ciudad se niega a darles la bienvenida o a escuchar su mensaje, sacúdanse el polvo de los pies al salir."
23428,Mateo,10,15,"15 Les digo la verdad, el día del juicio les irá mejor a las ciudades perversas de Sodoma y Gomorra que a esa ciudad."
23429,Mateo,10,16,"16 »Miren, los envío como ovejas en medio de lobos. Por lo tanto, sean astutos como serpientes e inofensivos como palomas."
23430,Mateo,10,17,"17 Tengan cuidado, porque los entregarán a los tribunales y los azotarán con látigos en las sinagogas."
23431,Mateo,10,18,18 Serán sometidos a juicio delante de gobernantes y reyes por ser mis seguidores; pero esa será una oportunidad para que les hablen a los gobernantes y a otros incrédulos acerca de mí.
23432,Mateo,10,19,"19 Cuando los arresten, no se preocupen por cómo responder o qué decir. Dios les dará las palabras apropiadas en el momento preciso."
23433,Mateo,10,20,"20 Pues no serán ustedes los que hablen, sino que el Espíritu de su Padre hablará por medio de ustedes."
23434,Mateo,10,21,"21 »Un hermano traicionará a muerte a su hermano, un padre traicionará a su propio hijo, los hijos se rebelarán contra sus padres y harán que los maten."
23435,Mateo,10,22,"22 Todas las naciones los odiarán a ustedes por ser mis seguidores, pero todo el que se mantenga firme hasta el fin será salvo."
23436,Mateo,10,23,"23 Cuando los persigan en una ciudad, huyan a la siguiente. Les digo la verdad, el Hijo del Hombre regresará antes de que hayan llegado a todas las ciudades de Israel."
23437,Mateo,10,24,"24 »Los alumnos no son superiores a su maestro, y los esclavos no son superiores a su amo."
23438,Mateo,10,25,"25 Los alumnos deben parecerse a su maestro, y los esclavos deben parecerse a su amo. Si a mí, el amo de la casa, me han llamado príncipe de los demonios, a los miembros de mi casa los llamarán con nombres todavía peores."
23439,Mateo,10,26,26 »Así que no tengan miedo de aquellos que los amenazan; pues llegará el tiempo en que todo lo que está encubierto será revelado y todo lo secreto se dará a conocer a todos.
23440,Mateo,10,27,"27 Lo que ahora les digo en la oscuridad grítenlo por todas partes cuando llegue el amanecer. Lo que les susurro al oído grítenlo desde las azoteas, para que todos lo escuchen."
23441,Mateo,10,28,"28 »No teman a los que quieren matarles el cuerpo; no pueden tocar el alma. Teman solo a Dios, quien puede destruir tanto el alma como el cuerpo en el infierno."
23442,Mateo,10,29,"29 ¿Cuánto cuestan dos gorriones: una moneda de cobre? Sin embargo, ni un solo gorrión puede caer a tierra sin que el Padre lo sepa."
23443,Mateo,10,30,"30 En cuanto a ustedes, cada cabello de su cabeza está contado."
23444,Mateo,10,31,31 Así que no tengan miedo; para Dios ustedes son más valiosos que toda una bandada de gorriones.
23445,Mateo,10,32,32 »Todo aquel que me reconozca en público aquí en la tierra también lo reconoceré delante de mi Padre en el cielo;
23446,Mateo,10,33,33 pero al que me niegue aquí en la tierra también yo lo negaré delante de mi Padre en el cielo.
23447,Mateo,10,34,"34 »¡No crean que vine a traer paz a la tierra! No vine a traer paz, sino espada."
23448,Mateo,10,35,"35 “He venido a poner a un hombre contra su padre, a una hija contra su madre y a una nuera contra su suegra."
23449,Mateo,10,36,36 ¡Sus enemigos estarán dentro de su propia casa!” .
23450,Mateo,10,37,"37 »Si amas a tu padre o a tu madre más que a mí, no eres digno de ser mío; si amas a tu hijo o a tu hija más que a mí, no eres digno de ser mío."
23451,Mateo,10,38,"38 Si te niegas a tomar tu cruz y a seguirme, no eres digno de ser mío."
23452,Mateo,10,39,"39 Si te aferras a tu vida, la perderás; pero, si entregas tu vida por mí, la salvarás."
23453,Mateo,10,40,"40 »El que los recibe a ustedes me recibe a mí, y el que me recibe a mí recibe al Padre, quien me envió."
23454,Mateo,10,41,"41 Si reciben a un profeta como a alguien que habla de parte de Dios, recibirán la misma recompensa que un profeta. Y, si reciben a un justo debido a su justicia, recibirán una recompensa similar a la de él."
23455,Mateo,10,42,"42 Y si le dan siquiera un vaso de agua fresca a uno de mis seguidores más insignificantes, les aseguro que recibirán una recompensa»."
23456,Mateo,11,1,"1 Jesús y Juan el Bautista Cuando Jesús terminó de darles esas instrucciones a los doce discípulos, salió a enseñar y a predicar en las ciudades de toda la región."
23457,Mateo,11,2,"2 Juan el Bautista, quien estaba en prisión, oyó acerca de todas las cosas que hacía el Mesías. Entonces envió a sus discípulos para que le preguntaran a Jesús:"
23458,Mateo,11,3,3 —¿Eres tú el Mesías a quien hemos esperado o debemos seguir buscando a otro?
23459,Mateo,11,4,4 Jesús les dijo:
23460,Mateo,11,5,"5 los ciegos ven, los cojos caminan bien, los leprosos son curados, los sordos oyen, los muertos resucitan, y a los pobres se les predica la Buena Noticia."
23461,Mateo,11,6,6 Y díganle: “Dios bendice a los que no se apartan por causa de mí” .
23462,Mateo,11,7,"7 Mientras los discípulos de Juan se iban, Jesús comenzó a hablar acerca de él a las multitudes:"
23463,Mateo,11,8,"8 ¿O esperaban ver a un hombre vestido con ropa costosa? No, la gente que usa ropa costosa vive en los palacios."
23464,Mateo,11,9,"9 ¿Buscaban a un profeta? Así es, y él es más que un profeta."
23465,Mateo,11,10,"10 Juan es el hombre al que se refieren las Escrituras cuando dicen: “Mira, envío a mi mensajero por anticipado, y él preparará el camino delante de ti” ."
23466,Mateo,11,11,"11 »Les digo la verdad, de todos los que han vivido, nadie es superior a Juan el Bautista. Sin embargo, hasta la persona más insignificante en el reino del cielo es superior a él."
